variant,evaluation_mode,bound,bound_value,binding_status,observation_unit,observations,binding_observations,binding_share,extreme_observed,binding_basis
baseline_match_control_minus1.00tol,risk_match_control,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
baseline_match_control_minus0.50tol,risk_match_control,max_risk_scalar,2.0,measured,monthly decision,300,0,0.0,1.8437475996530477,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
baseline_match_control_minus0.50tol,risk_match_control,min_risk_scalar,0.25,measured,monthly decision,300,0,0.0,0.29411001301323036,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
baseline_match_control_minus0.50tol,risk_match_control,max_gross_notional_multiple,5.0,measured,session,6523,24,0.003679288670856968,5.202372840019173,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
baseline_match_control_minus0.50tol,risk_match_control,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
baseline_match_control_minus0.50tol,risk_match_control,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
baseline_match_control_minus0.50tol,risk_match_control,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
baseline_match_control_plus0.50tol,risk_match_control,max_risk_scalar,2.0,measured,monthly decision,300,0,0.0,1.8517740059764964,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
baseline_match_control_plus0.50tol,risk_match_control,min_risk_scalar,0.25,measured,monthly decision,300,0,0.0,0.29407212682774925,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
baseline_match_control_plus0.50tol,risk_match_control,max_gross_notional_multiple,5.0,measured,session,6523,24,0.003679288670856968,5.235096443966926,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
baseline_match_control_plus0.50tol,risk_match_control,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
baseline_match_control_plus0.50tol,risk_match_control,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
baseline_match_control_plus0.50tol,risk_match_control,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
baseline_match_control_plus1.00tol,risk_match_control,max_risk_scalar,2.0,measured,monthly decision,300,0,0.0,1.8577524243910235,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
baseline_match_control_plus1.00tol,risk_match_control,min_risk_scalar,0.25,measured,monthly decision,300,0,0.0,0.2940531610325565,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
baseline_match_control_plus1.00tol,risk_match_control,max_gross_notional_multiple,5.0,measured,session,6523,24,0.003679288670856968,5.226070583745695,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
baseline_match_control_plus1.00tol,risk_match_control,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
baseline_match_control_plus1.00tol,risk_match_control,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
baseline_match_control_plus1.00tol,risk_match_control,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
baseline_risk_matched,risk_matched,max_risk_scalar,2.0,measured,monthly decision,300,0,0.0,1.8457955875216576,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
baseline_risk_matched,risk_matched,min_risk_scalar,0.25,measured,monthly decision,300,0,0.0,0.2940910774860579,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
baseline_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,24,0.003679288670856968,5.1117169008057015,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
baseline_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
baseline_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
baseline_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
risk_scalar_max1.00_min0.00_risk_matched,risk_matched,max_risk_scalar,1.0,measured,monthly decision,300,61,0.20333333333333334,1.0,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.00_min0.00_risk_matched,risk_matched,min_risk_scalar,0.0,measured,monthly decision,300,0,0.0,0.29389055749588033,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.00_min0.00_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,21,0.0032193775869998466,5.1826890572752555,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
risk_scalar_max1.00_min0.00_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
risk_scalar_max1.00_min0.00_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
risk_scalar_max1.00_min0.00_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
risk_scalar_max1.00_min0.10_risk_matched,risk_matched,max_risk_scalar,1.0,measured,monthly decision,300,61,0.20333333333333334,1.0,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.00_min0.10_risk_matched,risk_matched,min_risk_scalar,0.1,measured,monthly decision,300,0,0.0,0.29389055749588033,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.00_min0.10_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,21,0.0032193775869998466,5.1826890572752555,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
risk_scalar_max1.00_min0.10_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
risk_scalar_max1.00_min0.10_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
risk_scalar_max1.00_min0.10_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
risk_scalar_max1.00_min0.25_risk_matched,risk_matched,max_risk_scalar,1.0,measured,monthly decision,300,61,0.20333333333333334,1.0,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.00_min0.25_risk_matched,risk_matched,min_risk_scalar,0.25,measured,monthly decision,300,0,0.0,0.29389055749588033,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.00_min0.25_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,21,0.0032193775869998466,5.1826890572752555,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
risk_scalar_max1.00_min0.25_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
risk_scalar_max1.00_min0.25_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
risk_scalar_max1.00_min0.25_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
risk_scalar_max1.25_min0.00_risk_matched,risk_matched,max_risk_scalar,1.25,measured,monthly decision,300,19,0.06333333333333334,1.25,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.25_min0.00_risk_matched,risk_matched,min_risk_scalar,0.0,measured,monthly decision,300,0,0.0,0.2940684521094939,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.25_min0.00_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,23,0.0035259849762379275,5.118087610303986,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
risk_scalar_max1.25_min0.00_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
risk_scalar_max1.25_min0.00_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
risk_scalar_max1.25_min0.00_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
risk_scalar_max1.25_min0.10_risk_matched,risk_matched,max_risk_scalar,1.25,measured,monthly decision,300,19,0.06333333333333334,1.25,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.25_min0.10_risk_matched,risk_matched,min_risk_scalar,0.1,measured,monthly decision,300,0,0.0,0.2940684521094939,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.25_min0.10_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,23,0.0035259849762379275,5.118087610303986,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
risk_scalar_max1.25_min0.10_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
risk_scalar_max1.25_min0.10_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
risk_scalar_max1.25_min0.10_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
risk_scalar_max1.25_min0.25_risk_matched,risk_matched,max_risk_scalar,1.25,measured,monthly decision,300,19,0.06333333333333334,1.25,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.25_min0.25_risk_matched,risk_matched,min_risk_scalar,0.25,measured,monthly decision,300,0,0.0,0.2940684521094939,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.25_min0.25_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,23,0.0035259849762379275,5.118087610303986,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
risk_scalar_max1.25_min0.25_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
risk_scalar_max1.25_min0.25_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
risk_scalar_max1.25_min0.25_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
risk_scalar_max1.50_min0.00_risk_matched,risk_matched,max_risk_scalar,1.5,measured,monthly decision,300,3,0.01,1.5,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.50_min0.00_risk_matched,risk_matched,min_risk_scalar,0.0,measured,monthly decision,300,0,0.0,0.2941058295041818,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.50_min0.00_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,24,0.003679288670856968,5.174900616412208,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
risk_scalar_max1.50_min0.00_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
risk_scalar_max1.50_min0.00_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
risk_scalar_max1.50_min0.00_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
risk_scalar_max1.50_min0.10_risk_matched,risk_matched,max_risk_scalar,1.5,measured,monthly decision,300,3,0.01,1.5,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.50_min0.10_risk_matched,risk_matched,min_risk_scalar,0.1,measured,monthly decision,300,0,0.0,0.2941058295041818,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.50_min0.10_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,24,0.003679288670856968,5.174900616412208,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
risk_scalar_max1.50_min0.10_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
risk_scalar_max1.50_min0.10_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
risk_scalar_max1.50_min0.10_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
risk_scalar_max1.50_min0.25_risk_matched,risk_matched,max_risk_scalar,1.5,measured,monthly decision,300,3,0.01,1.5,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.50_min0.25_risk_matched,risk_matched,min_risk_scalar,0.25,measured,monthly decision,300,0,0.0,0.2941058295041818,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.50_min0.25_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,24,0.003679288670856968,5.174900616412208,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
risk_scalar_max1.50_min0.25_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
risk_scalar_max1.50_min0.25_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
risk_scalar_max1.50_min0.25_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
risk_scalar_max1.75_min0.00_risk_matched,risk_matched,max_risk_scalar,1.75,measured,monthly decision,300,2,0.006666666666666667,1.75,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.75_min0.00_risk_matched,risk_matched,min_risk_scalar,0.0,measured,monthly decision,300,0,0.0,0.29409362023150426,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.75_min0.00_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,24,0.003679288670856968,5.196092315655281,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
risk_scalar_max1.75_min0.00_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
risk_scalar_max1.75_min0.00_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
risk_scalar_max1.75_min0.00_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
risk_scalar_max1.75_min0.10_risk_matched,risk_matched,max_risk_scalar,1.75,measured,monthly decision,300,2,0.006666666666666667,1.75,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.75_min0.10_risk_matched,risk_matched,min_risk_scalar,0.1,measured,monthly decision,300,0,0.0,0.29409362023150426,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.75_min0.10_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,24,0.003679288670856968,5.196092315655281,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
risk_scalar_max1.75_min0.10_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
risk_scalar_max1.75_min0.10_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
risk_scalar_max1.75_min0.10_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
risk_scalar_max1.75_min0.25_risk_matched,risk_matched,max_risk_scalar,1.75,measured,monthly decision,300,2,0.006666666666666667,1.75,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.75_min0.25_risk_matched,risk_matched,min_risk_scalar,0.25,measured,monthly decision,300,0,0.0,0.29409362023150426,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max1.75_min0.25_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,24,0.003679288670856968,5.196092315655281,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
risk_scalar_max1.75_min0.25_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
risk_scalar_max1.75_min0.25_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
risk_scalar_max1.75_min0.25_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
risk_scalar_max2.00_min0.00_risk_matched,risk_matched,max_risk_scalar,2.0,measured,monthly decision,300,0,0.0,1.8457955875216576,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max2.00_min0.00_risk_matched,risk_matched,min_risk_scalar,0.0,measured,monthly decision,300,0,0.0,0.2940910774860579,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max2.00_min0.00_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,24,0.003679288670856968,5.1117169008057015,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
risk_scalar_max2.00_min0.00_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
risk_scalar_max2.00_min0.00_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
risk_scalar_max2.00_min0.00_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
risk_scalar_max2.00_min0.10_risk_matched,risk_matched,max_risk_scalar,2.0,measured,monthly decision,300,0,0.0,1.8457955875216576,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max2.00_min0.10_risk_matched,risk_matched,min_risk_scalar,0.1,measured,monthly decision,300,0,0.0,0.2940910774860579,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_scalar_max2.00_min0.10_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,24,0.003679288670856968,5.1117169008057015,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
risk_scalar_max2.00_min0.10_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
risk_scalar_max2.00_min0.10_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
risk_scalar_max2.00_min0.10_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
signal_cap_1.00_risk_matched,risk_matched,max_risk_scalar,2.0,measured,monthly decision,300,0,0.0,1.9823477448134017,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
signal_cap_1.00_risk_matched,risk_matched,min_risk_scalar,0.25,measured,monthly decision,300,0,0.0,0.3087187330794716,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
signal_cap_1.00_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,22,0.003372681281618887,5.220196978955966,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
signal_cap_1.00_risk_matched,risk_matched,signal_cap,1.0,measured,market-session,310016,194865,0.6285643321635013,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
signal_cap_1.00_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,293124,30757,0.10492828973403748,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
signal_cap_1.00_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
signal_cap_1.50_risk_matched,risk_matched,max_risk_scalar,2.0,measured,monthly decision,300,0,0.0,1.9496924586714148,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
signal_cap_1.50_risk_matched,risk_matched,min_risk_scalar,0.25,measured,monthly decision,300,0,0.0,0.3032155318065767,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
signal_cap_1.50_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,23,0.0035259849762379275,5.198788875402893,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
signal_cap_1.50_risk_matched,risk_matched,signal_cap,1.5,measured,market-session,310016,143344,0.4623761354252684,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
signal_cap_1.50_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,302341,47908,0.1584568417779924,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
signal_cap_1.50_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
risk_managed_cap_1.00_risk_matched,risk_matched,max_risk_scalar,2.0,measured,monthly decision,300,1,0.0033333333333333335,2.0,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_managed_cap_1.00_risk_matched,risk_matched,min_risk_scalar,0.25,measured,monthly decision,300,0,0.0,0.35924182904510216,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_managed_cap_1.00_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,14,0.0021462517246665647,5.11547777260519,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
risk_managed_cap_1.00_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
risk_managed_cap_1.00_risk_matched,risk_matched,risk_managed_cap,1.0,measured,market-session,307699,193551,0.6290270686612566,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
risk_managed_cap_1.00_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
risk_managed_cap_1.50_risk_matched,risk_matched,max_risk_scalar,2.0,measured,monthly decision,300,0,0.0,1.947831822301317,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_managed_cap_1.50_risk_matched,risk_matched,min_risk_scalar,0.25,measured,monthly decision,300,0,0.0,0.30719849912650354,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
risk_managed_cap_1.50_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,20,0.0030660738923808063,5.255085309105624,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
risk_managed_cap_1.50_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
risk_managed_cap_1.50_risk_matched,risk_matched,risk_managed_cap,1.5,measured,market-session,307699,108649,0.35310157004085163,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
risk_managed_cap_1.50_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
